,unique_id,ds,y,temperature_min,temperature_max,is_weekday
77,Victoria,2015-03-19,128319.44999999994,16.5,33.5,True
78,Victoria,2015-03-20,119491.32,14.2,19.6,True
79,Victoria,2015-03-21,106754.8,11.9,22.7,False
80,Victoria,2015-03-22,106555.02999999996,11.3,28.8,False
81,Victoria,2015-03-23,122810.05,13.6,27.0,True
82,Victoria,2015-03-24,123234.93499999998,12.6,15.3,True
83,Victoria,2015-03-25,122268.86,13.0,20.4,True
84,Victoria,2015-03-26,121998.2,9.8,18.0,True
85,Victoria,2015-03-27,122346.33499999996,11.6,18.1,True
86,Victoria,2015-03-28,112187.71499999995,12.7,19.1,False
87,Victoria,2015-03-29,106418.665,8.5,22.7,False
88,Victoria,2015-03-30,123061.87,10.6,23.1,True
89,Victoria,2015-03-31,125795.32499999998,11.2,25.3,True
90,Victoria,2015-04-01,122042.265,13.3,29.0,True
91,Victoria,2015-04-02,113838.41000000006,12.8,17.2,True
92,Victoria,2015-04-03,98891.06,8.0,20.9,True
93,Victoria,2015-04-04,103999.17,8.5,23.5,False
94,Victoria,2015-04-05,103685.45000000004,10.2,18.5,False
95,Victoria,2015-04-06,107383.37,11.2,18.4,True
96,Victoria,2015-04-07,120235.505,12.4,17.3,True
97,Victoria,2015-04-08,122129.77499999994,13.3,17.7,True
98,Victoria,2015-04-09,123990.76,8.7,19.1,True
99,Victoria,2015-04-10,121753.115,8.6,18.7,True
100,Victoria,2015-04-11,110034.16500000002,11.6,23.7,False
101,Victoria,2015-04-12,103760.225,12.1,18.3,False
102,Victoria,2015-04-13,125107.78,7.3,19.1,True
103,Victoria,2015-04-14,127793.38,10.5,24.7,True
104,Victoria,2015-04-15,126673.93499999998,13.9,27.6,True
105,Victoria,2015-04-16,126937.94,15.6,17.8,True
106,Victoria,2015-04-17,131031.41500000002,10.1,17.1,True
107,Victoria,2015-04-18,109763.98499999996,13.5,21.9,False
108,Victoria,2015-04-19,107160.54,9.7,14.7,False
109,Victoria,2015-04-20,126696.19,7.0,16.2,True
110,Victoria,2015-04-21,127973.585,6.5,17.7,True
111,Victoria,2015-04-22,128598.49500000002,9.1,19.5,True
112,Victoria,2015-04-23,126483.805,12.2,19.2,True
113,Victoria,2015-04-24,126230.785,14.4,21.1,True
114,Victoria,2015-04-25,111803.625,11.6,15.0,False
115,Victoria,2015-04-26,108217.81999999998,10.4,15.4,False
116,Victoria,2015-04-27,127855.22000000006,10.5,15.1,True
117,Victoria,2015-04-28,132642.14000000007,10.1,16.0,True
118,Victoria,2015-04-29,132814.615,7.4,17.1,True
119,Victoria,2015-04-30,132669.58000000005,6.4,19.6,True
120,Victoria,2015-05-01,126304.445,7.9,23.1,True
121,Victoria,2015-05-02,108487.97500000003,11.6,22.2,False
122,Victoria,2015-05-03,109233.34,9.7,18.2,False
123,Victoria,2015-05-04,122375.47,7.5,22.3,True
124,Victoria,2015-05-05,123734.865,9.2,18.1,True
125,Victoria,2015-05-06,129121.86,9.5,16.2,True
126,Victoria,2015-05-07,131237.185,10.3,15.6,True
127,Victoria,2015-05-08,131138.73,10.5,15.9,True
128,Victoria,2015-05-09,108377.05,12.8,18.7,False
129,Victoria,2015-05-10,103811.27999999998,12.8,16.6,False
130,Victoria,2015-05-11,123740.245,12.4,15.9,True
131,Victoria,2015-05-12,129312.58,12.8,17.4,True
132,Victoria,2015-05-13,136903.26999999993,6.3,12.8,True
133,Victoria,2015-05-14,135217.65,7.3,14.6,True
134,Victoria,2015-05-15,135172.41000000006,11.5,14.5,True
135,Victoria,2015-05-16,117136.63,11.3,16.2,False
136,Victoria,2015-05-17,111897.08500000004,7.4,20.5,False
137,Victoria,2015-05-18,127524.8,7.2,20.4,True
138,Victoria,2015-05-19,133235.47999999998,9.9,16.2,True
139,Victoria,2015-05-20,127522.71,13.6,18.1,True
140,Victoria,2015-05-21,135361.1950000001,10.3,13.6,True
141,Victoria,2015-05-22,133422.45999999993,9.1,14.1,True
142,Victoria,2015-05-23,119331.85,10.4,13.3,False
143,Victoria,2015-05-24,118783.08500000006,6.0,15.6,False
144,Victoria,2015-05-25,136690.92,7.4,17.1,True
145,Victoria,2015-05-26,140886.99499999994,5.4,15.6,True
146,Victoria,2015-05-27,133103.36999999994,7.9,18.7,True
147,Victoria,2015-05-28,127900.235,13.1,19.7,True
148,Victoria,2015-05-29,132338.94,9.5,15.8,True
149,Victoria,2015-05-30,114669.79000000002,11.0,17.3,False
150,Victoria,2015-05-31,113261.26,12.3,16.8,False
151,Victoria,2015-06-01,140919.99500000002,5.2,12.2,True
152,Victoria,2015-06-02,148534.505,7.1,11.4,True
153,Victoria,2015-06-03,146902.94999999998,8.1,13.6,True
154,Victoria,2015-06-04,147155.26500000007,4.4,11.3,True
155,Victoria,2015-06-05,142625.03500000006,7.0,15.0,True
156,Victoria,2015-06-06,120128.29499999998,9.2,16.6,False
157,Victoria,2015-06-07,109609.68500000004,11.2,14.5,False
158,Victoria,2015-06-08,110715.81499999996,11.1,18.5,True
159,Victoria,2015-06-09,132854.13499999998,10.3,13.5,True
160,Victoria,2015-06-10,144125.52500000005,7.5,13.4,True
161,Victoria,2015-06-11,143465.445,5.7,14.0,True
162,Victoria,2015-06-12,145005.62,5.2,13.1,True
163,Victoria,2015-06-13,123754.55,6.0,18.2,False
164,Victoria,2015-06-14,119125.62,5.8,17.4,False
165,Victoria,2015-06-15,136054.145,7.1,16.9,True
166,Victoria,2015-06-16,139073.785,9.5,16.1,True
167,Victoria,2015-06-17,134290.46000000002,11.7,13.8,True
168,Victoria,2015-06-18,137073.77500000002,10.7,12.7,True
169,Victoria,2015-06-19,139781.24500000002,7.0,12.4,True
170,Victoria,2015-06-20,129576.36,4.1,11.6,False
171,Victoria,2015-06-21,124910.57000000002,2.2,12.9,False
172,Victoria,2015-06-22,140431.36,3.6,14.1,True
173,Victoria,2015-06-23,133171.39999999994,9.6,17.6,True
174,Victoria,2015-06-24,135407.56999999998,12.2,16.0,True
175,Victoria,2015-06-25,137379.23,9.6,14.0,True
176,Victoria,2015-06-26,135562.075,10.5,16.9,True
177,Victoria,2015-06-27,124587.43,8.0,14.1,False
178,Victoria,2015-06-28,119277.48,9.6,14.5,False
179,Victoria,2015-06-29,139468.15500000006,6.9,12.3,True
180,Victoria,2015-06-30,143170.055,5.0,14.2,True
181,Victoria,2015-07-01,138930.99999999994,7.4,15.0,True
182,Victoria,2015-07-02,138972.42500000002,10.3,11.9,True
183,Victoria,2015-07-03,145713.81000000006,5.9,12.0,True
184,Victoria,2015-07-04,130073.26999999996,7.3,10.6,False
185,Victoria,2015-07-05,117312.925,8.2,14.9,False
186,Victoria,2015-07-06,143176.33500000002,7.5,11.5,True
187,Victoria,2015-07-07,143984.39,7.4,14.2,True
188,Victoria,2015-07-08,141696.295,4.9,14.8,True
189,Victoria,2015-07-09,141994.37500000006,6.5,13.4,True
190,Victoria,2015-07-10,136884.09499999994,7.6,14.3,True
191,Victoria,2015-07-11,123971.70499999994,10.9,13.1,False
192,Victoria,2015-07-12,124790.69500000008,3.4,12.3,False
193,Victoria,2015-07-13,138680.33500000002,6.1,12.7,True
194,Victoria,2015-07-14,150671.105,8.1,9.8,True
195,Victoria,2015-07-15,151270.54000000007,5.8,10.5,True
196,Victoria,2015-07-16,144797.98,6.6,12.3,True
197,Victoria,2015-07-17,142965.47999999998,7.3,12.3,True
198,Victoria,2015-07-18,130187.44500000008,6.1,11.5,False
199,Victoria,2015-07-19,131141.35500000007,0.6,12.1,False
200,Victoria,2015-07-20,146154.37000000002,1.8,14.7,True
201,Victoria,2015-07-21,138931.81,4.2,17.0,True
202,Victoria,2015-07-22,138418.835,11.4,16.6,True
203,Victoria,2015-07-23,142316.29499999995,5.1,16.1,True
204,Victoria,2015-07-24,136837.15500000006,7.6,15.0,True
205,Victoria,2015-07-25,121021.42500000002,9.4,13.3,False
206,Victoria,2015-07-26,120396.735,8.1,11.6,False
207,Victoria,2015-07-27,142470.4299999999,6.2,13.9,True
208,Victoria,2015-07-28,144008.37,7.9,14.4,True
209,Victoria,2015-07-29,142637.76000000007,8.4,14.0,True
210,Victoria,2015-07-30,143544.11,8.6,12.3,True
211,Victoria,2015-07-31,139584.955,4.1,14.0,True
212,Victoria,2015-08-01,125032.57,6.5,11.4,False
213,Victoria,2015-08-02,117638.06500000006,7.8,14.9,False
214,Victoria,2015-08-03,141451.725,7.3,10.8,True
215,Victoria,2015-08-04,147550.18499999994,3.5,11.3,True
216,Victoria,2015-08-05,142325.99,6.6,10.8,True
217,Victoria,2015-08-06,143642.35500000007,7.1,12.8,True
218,Victoria,2015-08-07,143060.33000000005,9.0,13.1,True
219,Victoria,2015-08-08,125830.53499999996,8.8,12.6,False
220,Victoria,2015-08-09,120008.455,7.7,13.3,False
221,Victoria,2015-08-10,130978.09500000006,8.3,16.0,True
222,Victoria,2015-08-11,135616.12500000006,7.8,14.8,True
223,Victoria,2015-08-12,138900.5,9.3,14.8,True
224,Victoria,2015-08-13,140905.85,8.4,13.0,True
225,Victoria,2015-08-14,137838.92500000002,10.4,15.3,True
226,Victoria,2015-08-15,122088.76,10.0,14.9,False
227,Victoria,2015-08-16,116648.76999999996,4.7,17.0,False
228,Victoria,2015-08-17,137008.71,6.8,12.2,True
229,Victoria,2015-08-18,148093.96000000005,6.1,11.1,True
230,Victoria,2015-08-19,144024.66,5.5,12.7,True
231,Victoria,2015-08-20,131575.78999999998,6.1,17.1,True
232,Victoria,2015-08-21,126570.47,10.9,18.7,True
233,Victoria,2015-08-22,112275.14999999998,11.8,18.8,False
234,Victoria,2015-08-23,111793.015,7.9,16.3,False
235,Victoria,2015-08-24,128868.255,8.5,14.5,True
236,Victoria,2015-08-25,135051.545,9.5,14.3,True
237,Victoria,2015-08-26,135914.68,9.2,14.6,True
238,Victoria,2015-08-27,141159.77,9.8,11.7,True
239,Victoria,2015-08-28,134755.505,8.1,13.2,True
240,Victoria,2015-08-29,124448.5,6.3,11.7,False
241,Victoria,2015-08-30,116744.215,7.9,12.5,False
242,Victoria,2015-08-31,137724.89499999993,8.1,13.0,True
243,Victoria,2015-09-01,134116.77,5.1,16.2,True
244,Victoria,2015-09-02,132794.715,8.0,18.8,True
245,Victoria,2015-09-03,132096.335,10.6,14.0,True
246,Victoria,2015-09-04,131384.87999999998,8.7,13.7,True
247,Victoria,2015-09-05,115799.32,10.2,14.0,False
248,Victoria,2015-09-06,109641.375,5.8,16.6,False
249,Victoria,2015-09-07,131619.365,8.9,13.6,True
250,Victoria,2015-09-08,136340.69999999998,8.8,12.8,True
251,Victoria,2015-09-09,132977.45,10.0,15.3,True
252,Victoria,2015-09-10,133541.98,10.0,15.7,True
253,Victoria,2015-09-11,123968.9,5.1,20.1,True
254,Victoria,2015-09-12,108790.00500000002,12.2,21.7,False
255,Victoria,2015-09-13,99161.765,13.2,25.5,False
256,Victoria,2015-09-14,116574.16999999994,15.4,26.7,True
257,Victoria,2015-09-15,123750.5,10.8,15.9,True
258,Victoria,2015-09-16,131795.48500000002,8.9,14.8,True
259,Victoria,2015-09-17,131050.675,9.0,14.3,True
260,Victoria,2015-09-18,130764.58500000002,10.5,14.7,True
261,Victoria,2015-09-19,112377.185,6.5,21.3,False
262,Victoria,2015-09-20,103708.925,8.5,22.9,False
263,Victoria,2015-09-21,120096.70999999998,14.0,18.1,True
264,Victoria,2015-09-22,127755.09499999994,7.6,12.7,True
265,Victoria,2015-09-23,131866.73,8.5,12.6,True
266,Victoria,2015-09-24,130937.62500000006,5.1,14.3,True
267,Victoria,2015-09-25,124278.93,5.8,19.1,True
268,Victoria,2015-09-26,111064.48999999998,6.6,17.9,False
269,Victoria,2015-09-27,106431.815,9.8,20.2,False
270,Victoria,2015-09-28,121796.71500000004,8.3,21.4,True
271,Victoria,2015-09-29,126691.79999999994,9.0,16.9,True
272,Victoria,2015-09-30,129641.245,11.5,15.9,True
273,Victoria,2015-10-01,124356.415,6.0,21.6,True
274,Victoria,2015-10-02,107544.145,9.9,28.6,True
275,Victoria,2015-10-03,100598.55000000002,16.3,31.3,False
276,Victoria,2015-10-04,103828.88,13.9,24.9,False
277,Victoria,2015-10-05,125194.87,12.7,34.4,True
278,Victoria,2015-10-06,127225.24500000004,15.5,35.8,True
279,Victoria,2015-10-07,117282.76500000006,11.8,16.2,True
280,Victoria,2015-10-08,122121.32500000006,7.6,18.6,True
281,Victoria,2015-10-09,126989.905,10.9,29.9,True
282,Victoria,2015-10-10,112604.82499999998,17.5,29.2,False
283,Victoria,2015-10-11,105376.33500000002,16.9,19.2,False
284,Victoria,2015-10-12,120916.215,11.3,16.1,True
285,Victoria,2015-10-13,122830.38,7.9,17.6,True
286,Victoria,2015-10-14,126919.19500000008,11.2,28.6,True
287,Victoria,2015-10-15,130260.37000000002,14.4,34.0,True
288,Victoria,2015-10-16,123985.97000000006,17.0,23.8,True
289,Victoria,2015-10-17,104916.345,11.5,20.5,False
290,Victoria,2015-10-18,100812.04,12.6,17.7,False
291,Victoria,2015-10-19,120795.0,8.3,26.7,True
292,Victoria,2015-10-20,126655.49000000006,12.9,31.8,True
293,Victoria,2015-10-21,122368.88500000002,17.6,18.3,True
294,Victoria,2015-10-22,121471.64000000006,11.4,16.7,True
295,Victoria,2015-10-23,120420.70000000006,11.8,16.4,True
296,Victoria,2015-10-24,106813.03,9.2,19.5,False
297,Victoria,2015-10-25,102279.745,10.2,31.3,False
298,Victoria,2015-10-26,115297.34,14.0,15.9,True
299,Victoria,2015-10-27,116619.57000000002,10.4,23.3,True
300,Victoria,2015-10-28,122887.41000000002,10.1,26.8,True
301,Victoria,2015-10-29,124222.935,13.7,26.1,True
302,Victoria,2015-10-30,121256.97000000006,12.6,27.4,True
303,Victoria,2015-10-31,106353.44,15.7,25.9,False
304,Victoria,2015-11-01,103629.645,16.4,26.0,False
305,Victoria,2015-11-02,113791.75,14.5,16.0,True
306,Victoria,2015-11-03,101793.035,8.0,17.9,True
307,Victoria,2015-11-04,120177.94500000008,10.9,27.2,True
308,Victoria,2015-11-05,125985.46499999998,16.2,24.7,True
309,Victoria,2015-11-06,120505.585,16.6,18.7,True
310,Victoria,2015-11-07,104269.79,11.9,16.8,False
311,Victoria,2015-11-08,103793.08500000002,8.5,24.8,False
312,Victoria,2015-11-09,127234.72,13.6,33.1,True
313,Victoria,2015-11-10,121617.28,15.2,16.4,True
314,Victoria,2015-11-11,121566.645,11.5,20.1,True
315,Victoria,2015-11-12,123775.16,13.7,21.2,True
316,Victoria,2015-11-13,117078.58500000002,13.5,18.2,True
317,Victoria,2015-11-14,103646.63500000004,12.1,18.3,False
318,Victoria,2015-11-15,99761.81,13.0,18.5,False
319,Victoria,2015-11-16,124557.225,11.4,26.3,True
320,Victoria,2015-11-17,131442.19999999998,15.7,33.3,True
321,Victoria,2015-11-18,132353.755,14.7,29.5,True
322,Victoria,2015-11-19,138118.70500000002,15.6,31.5,True
323,Victoria,2015-11-20,123412.685,15.4,19.1,True
324,Victoria,2015-11-21,102647.905,12.2,17.5,False
325,Victoria,2015-11-22,98621.62,13.5,20.0,False
326,Victoria,2015-11-23,114406.82499999998,13.8,20.7,True
327,Victoria,2015-11-24,118894.305,13.6,24.5,True
328,Victoria,2015-11-25,124728.87499999994,13.5,33.3,True
329,Victoria,2015-11-26,112907.145,10.8,17.4,True
330,Victoria,2015-11-27,117492.81999999998,9.0,18.2,True
331,Victoria,2015-11-28,105011.19500000004,12.0,20.1,False
332,Victoria,2015-11-29,102162.52999999996,12.6,20.3,False
333,Victoria,2015-11-30,122452.415,10.0,32.2,True
334,Victoria,2015-12-01,117115.61999999998,14.5,24.6,True
335,Victoria,2015-12-02,115230.125,9.2,17.5,True
336,Victoria,2015-12-03,121699.425,12.2,21.3,True
337,Victoria,2015-12-04,129148.52,11.3,30.8,True
338,Victoria,2015-12-05,115606.00500000002,15.5,25.3,False
339,Victoria,2015-12-06,112025.29,15.3,29.8,False
340,Victoria,2015-12-07,129059.645,18.1,27.3,True
341,Victoria,2015-12-08,136800.91,20.3,35.4,True
342,Victoria,2015-12-09,125965.02000000006,15.4,24.6,True
343,Victoria,2015-12-10,125807.495,13.1,26.0,True
344,Victoria,2015-12-11,116597.80999999998,14.2,19.2,True
345,Victoria,2015-12-12,106139.41,10.1,18.3,False
346,Victoria,2015-12-13,105218.515,10.3,28.3,False
347,Victoria,2015-12-14,125784.95999999998,11.9,22.7,True
348,Victoria,2015-12-15,129077.41000000006,14.4,24.6,True
349,Victoria,2015-12-16,135930.08,15.6,27.5,True
350,Victoria,2015-12-17,152366.30000000002,16.9,37.2,True
351,Victoria,2015-12-18,158052.89,19.4,35.4,True
352,Victoria,2015-12-19,154924.89,19.2,41.2,False
353,Victoria,2015-12-20,133421.03,25.9,37.8,False
354,Victoria,2015-12-21,113802.21,15.0,20.2,True
355,Victoria,2015-12-22,119477.51500000006,12.0,22.8,True
356,Victoria,2015-12-23,126553.115,15.1,26.0,True
357,Victoria,2015-12-24,134583.25000000006,16.7,34.6,True
358,Victoria,2015-12-25,119950.37000000002,21.7,34.1,True
359,Victoria,2015-12-26,95093.295,12.7,20.0,False
360,Victoria,2015-12-27,96394.94,11.9,19.4,False
361,Victoria,2015-12-28,100048.44,12.8,20.8,True
362,Victoria,2015-12-29,111647.54,12.4,23.9,True
363,Victoria,2015-12-30,128552.13499999998,13.9,34.7,True
364,Victoria,2015-12-31,146473.835,19.7,39.7,True
365,Victoria,2016-01-01,116040.92499999994,19.8,24.2,True
366,Victoria,2016-01-02,99622.63999999996,17.1,27.6,False
367,Victoria,2016-01-03,97656.44500000002,17.5,27.1,False
368,Victoria,2016-01-04,110932.505,16.3,26.0,True
369,Victoria,2016-01-05,117873.58,17.1,25.7,True
370,Victoria,2016-01-06,115064.265,17.3,25.7,True
371,Victoria,2016-01-07,112392.695,16.3,21.3,True
372,Victoria,2016-01-08,111879.54000000002,16.2,20.6,True
373,Victoria,2016-01-09,105482.69500000004,16.8,21.4,False
374,Victoria,2016-01-10,113049.145,15.7,31.5,False
375,Victoria,2016-01-11,141133.08499999993,17.2,36.4,True
376,Victoria,2016-01-12,135006.11,17.1,24.8,True
377,Victoria,2016-01-13,160011.07499999998,16.8,42.2,True
378,Victoria,2016-01-14,120396.335,16.1,18.1,True
379,Victoria,2016-01-15,113244.79,13.6,19.2,True
380,Victoria,2016-01-16,103046.17,11.9,22.3,False
381,Victoria,2016-01-17,114097.07000000002,14.9,32.7,False
382,Victoria,2016-01-18,147817.58500000002,18.6,35.3,True
383,Victoria,2016-01-19,148612.37000000005,17.9,30.9,True
384,Victoria,2016-01-20,142471.50999999998,19.3,29.1,True
385,Victoria,2016-01-21,139450.61500000002,19.0,26.7,True
386,Victoria,2016-01-22,129135.185,17.5,22.8,True
387,Victoria,2016-01-23,108097.84500000004,17.3,21.9,False
388,Victoria,2016-01-24,103396.30000000005,16.2,22.2,False
389,Victoria,2016-01-25,112649.59999999996,16.7,20.9,True
390,Victoria,2016-01-26,110152.815,16.5,29.4,True
391,Victoria,2016-01-27,133718.035,19.3,29.5,True
392,Victoria,2016-01-28,134169.83,20.3,27.5,True
393,Victoria,2016-01-29,123615.21000000006,14.4,18.3,True
394,Victoria,2016-01-30,107579.345,12.3,22.4,False
395,Victoria,2016-01-31,101279.65,13.9,21.8,False
396,Victoria,2016-02-01,121942.89499999996,12.5,23.6,True
397,Victoria,2016-02-02,133989.155,15.4,31.5,True
398,Victoria,2016-02-03,122594.475,18.1,21.0,True
399,Victoria,2016-02-04,119919.605,17.3,20.9,True
400,Victoria,2016-02-05,126330.55000000002,15.3,29.4,True
401,Victoria,2016-02-06,123737.01,16.5,32.6,False
402,Victoria,2016-02-07,124436.80999999998,19.1,27.7,False
403,Victoria,2016-02-08,129327.22500000002,19.2,22.9,True
404,Victoria,2016-02-09,131271.26499999998,17.4,22.7,True
405,Victoria,2016-02-10,132265.005,17.4,23.3,True
406,Victoria,2016-02-11,131003.79000000004,18.0,23.8,True
407,Victoria,2016-02-12,133845.52000000002,16.7,24.9,True
408,Victoria,2016-02-13,120839.995,17.7,30.3,False
409,Victoria,2016-02-14,104364.735,16.4,24.5,False
410,Victoria,2016-02-15,120863.325,14.0,26.1,True
411,Victoria,2016-02-16,117062.03499999996,13.7,18.4,True
412,Victoria,2016-02-17,119481.78999999998,12.7,21.1,True
413,Victoria,2016-02-18,125964.18500000006,15.5,22.6,True
414,Victoria,2016-02-19,122991.66000000002,15.8,22.0,True
415,Victoria,2016-02-20,105911.71,15.8,20.8,False
416,Victoria,2016-02-21,107884.355,12.6,24.7,False
417,Victoria,2016-02-22,130527.325,15.6,29.5,True
418,Victoria,2016-02-23,156924.83,18.1,39.4,True
419,Victoria,2016-02-24,152419.415,22.4,25.6,True
420,Victoria,2016-02-25,138064.85500000007,19.6,26.4,True
421,Victoria,2016-02-26,122575.93499999998,15.5,23.5,True
422,Victoria,2016-02-27,110545.83999999995,17.7,22.2,False
423,Victoria,2016-02-28,105781.98500000002,17.7,22.7,False
424,Victoria,2016-02-29,125400.08,15.0,23.7,True
425,Victoria,2016-03-01,142242.595,17.3,33.7,True
426,Victoria,2016-03-02,145182.97999999998,17.6,34.7,True
427,Victoria,2016-03-03,136226.12,17.4,23.9,True
428,Victoria,2016-03-04,149376.5700000001,16.5,33.0,True
429,Victoria,2016-03-05,124692.31500000002,20.4,23.7,False
430,Victoria,2016-03-06,117707.95,17.4,25.2,False
431,Victoria,2016-03-07,131465.825,18.6,24.9,True
432,Victoria,2016-03-08,160285.01499999998,19.9,38.9,True
433,Victoria,2016-03-09,152599.125,20.8,28.5,True
434,Victoria,2016-03-10,135635.70500000005,18.1,22.1,True
435,Victoria,2016-03-11,141414.34999999998,18.8,26.1,True
436,Victoria,2016-03-12,119690.755,18.7,22.3,False
437,Victoria,2016-03-13,111329.61999999998,17.7,23.2,False
438,Victoria,2016-03-14,105388.56999999996,18.4,21.3,True
439,Victoria,2016-03-15,123073.98,15.1,26.8,True
440,Victoria,2016-03-16,135047.625,15.3,31.4,True
441,Victoria,2016-03-17,143184.8049999999,18.3,32.5,True
442,Victoria,2016-03-18,118189.72000000006,15.2,19.5,True
443,Victoria,2016-03-19,105484.09999999998,12.0,18.8,False
444,Victoria,2016-03-20,100394.05999999998,10.1,23.3,False
445,Victoria,2016-03-21,117796.71500000004,11.2,23.5,True
446,Victoria,2016-03-22,124081.46,11.4,24.3,True
447,Victoria,2016-03-23,126074.895,13.7,28.8,True
448,Victoria,2016-03-24,125072.72999999998,16.3,21.2,True
449,Victoria,2016-03-25,101740.88999999998,15.9,20.4,True
450,Victoria,2016-03-26,102726.74499999997,14.1,20.2,False
451,Victoria,2016-03-27,98324.64500000002,14.3,19.9,False
452,Victoria,2016-03-28,102746.6,9.4,19.2,True
453,Victoria,2016-03-29,118281.13,14.5,17.9,True
454,Victoria,2016-03-30,122625.21,15.5,18.7,True
455,Victoria,2016-03-31,122964.71499999998,11.3,22.7,True
456,Victoria,2016-04-01,116321.6,13.1,26.5,True
457,Victoria,2016-04-02,102832.72,15.5,19.5,False
